LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate
571,81110,195122,234,INFO,dfs.DataNode$PacketResponder,Received block blk_5464590301238953216 of size 67108864 from /10.250.80.202,E11,Received block blk_<*> of size <*> from /<*>
572,81109,52400,409,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-4738080455267226181 terminating,E10,PacketResponder <*> for block blk_<*> terminating
573,81111,41017,127,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_-517254520663989679: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
574,81113,71947,576,SECURITY,dfs.SecurityManager,Unauthorized access attempt by 10.250.32.96 on block blk_9108385826377536082,E40,Unauthorized access attempt by <*> on block blk_<*>
575,81111,222931,879,WARN,dfs.FSNamesystem,"Replication of blk_5552000579891161909 queued for 82 seconds, possible bottleneck",E33,"Replication of blk_<*> queued for <*> seconds, possible bottleneck"
576,81111,163344,727,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.111.170:50010 is added to blk_-5414563856492143344 size 134217728,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
577,81113,80340,494,ERROR,dfs.DataNode,DataNode failed to transfer block blk_-9496439176629109439 to 10.251.22.33:63134 due to timeout,E22,DataNode failed to transfer block blk_<*> to <*>:<*> due to timeout
578,81112,63207,898,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.136.77:50010 is added to blk_9444011395438437807 size 33554432,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
579,81111,54149,726,CRITICAL,dfs.DataNode,Disk failure on DataNode 10.250.128.156:50010: volume /mnt/hadoop/dfs/data/subdir3 is unwritable,E53,Disk failure on DataNode <*>:<*>: volume /<*> is unwritable
580,81110,215806,402,SECURITY,dfs.FSNamesystem,Permission denied: 10.251.250.108 attempted to write to protected path /user/secure/part-00420,E42,Permission denied: <*> attempted to write to protected path /<*>
581,81110,103230,536,SECURITY,dfs.FSNamesystem,Permission denied: 10.251.244.166 attempted to write to protected path /user/secure/part-00306,E42,Permission denied: <*> attempted to write to protected path /<*>
582,81112,132623,833,WARN,dfs.DataNode$DataXceiver,Slow block read: blk_-4152005349769544852 took 6764 ms from 10.250.46.114:50010,E31,Slow block read: blk_<*> took <*> ms from <*>:<*>
583,81111,132401,997,WARN,dfs.DataNode,Low disk space on DataNode 10.250.20.70:50010: only 227 MB remaining,E32,Low disk space on DataNode <*>:<*>: only <*> MB remaining
584,81112,54428,369,INFO,dfs.DataNode$PacketResponder,Received block blk_9228058833623914221 of size 134217728 from /10.251.71.164,E11,Received block blk_<*> of size <*> from /<*>
585,81110,123041,729,WARN,dfs.DataNode$DataXceiver,Slow block read: blk_-8165632588465602863 took 1540 ms from 10.250.104.209:50010,E31,Slow block read: blk_<*> took <*> ms from <*>:<*>
586,81112,184636,797,SECURITY,dfs.SecurityManager,Unauthorized access attempt by 10.251.42.246 on block blk_7056987365016069098,E40,Unauthorized access attempt by <*> on block blk_<*>
587,81111,104225,146,CRITICAL,dfs.FSNamesystem,NameNode lost contact with DataNode 10.250.63.56:50010: marking as dead,E50,NameNode lost contact with DataNode <*>:<*>: marking as dead
588,81110,71706,13,CRITICAL,dfs.FSNamesystem,HDFS cluster entering safe mode: only 16% blocks replicated,E52,HDFS cluster entering safe mode: only <*>% blocks replicated
589,81109,174417,652,WARN,dfs.DataNode,Low disk space on DataNode 10.250.6.212:50010: only 145 MB remaining,E32,Low disk space on DataNode <*>:<*>: only <*> MB remaining
590,81109,34735,169,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_1157141046878612956 terminating,E10,PacketResponder <*> for block blk_<*> terminating
591,81113,163536,958,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_-7146015824448510144: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
592,81111,201648,734,WARN,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-4963796414204390130 is added to invalidSet of 10.251.88.54:50010,E30,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
593,81110,172235,336,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_4831234611187582481: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
594,81109,95556,674,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_-194436699702167757: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
595,81113,122259,869,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.46.61:50010 is added to blk_2868938640192205995 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
596,81111,30031,959,SECURITY,dfs.SecurityManager,Unauthorized access attempt by 10.250.120.175 on block blk_-7000433466556226154,E40,Unauthorized access attempt by <*> on block blk_<*>
597,81112,70516,794,WARN,dfs.FSNamesystem,"Replication of blk_3122670222216921319 queued for 210 seconds, possible bottleneck",E33,"Replication of blk_<*> queued for <*> seconds, possible bottleneck"
598,81112,123010,795,CRITICAL,dfs.FSNamesystem,NameNode lost contact with DataNode 10.250.151.177:50010: marking as dead,E50,NameNode lost contact with DataNode <*>:<*>: marking as dead
599,81110,203127,924,SECURITY,dfs.FSNamesystem,Permission denied: 10.251.89.249 attempted to write to protected path /user/secure/part-00469,E42,Permission denied: <*> attempted to write to protected path /<*>
600,81112,221006,229,ERROR,dfs.DataNode$DataXceiver,10.251.202.87:50010:Got exception while serving blk_-7034907011302337253 to /10.250.206.24: Connection reset by peer,E20,<*>:<*>:Got exception while serving blk_<*> to /<*>: Connection reset by peer
601,81109,95737,775,CRITICAL,dfs.FSNamesystem,NameNode lost contact with DataNode 10.250.165.81:50010: marking as dead,E50,NameNode lost contact with DataNode <*>:<*>: marking as dead
602,81111,2539,871,ERROR,dfs.DataNode,DataNode failed to transfer block blk_-1773255843127372854 to 10.250.84.15:42789 due to timeout,E22,DataNode failed to transfer block blk_<*> to <*>:<*> due to timeout
603,81109,194852,450,CRITICAL,dfs.DataBlockScanner,Corrupt block blk_3209892596745060368 detected on 10.250.251.191:50010: checksum mismatch,E51,Corrupt block blk_<*> detected on <*>:<*>: checksum mismatch
604,81110,140014,770,WARN,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_3990398097521404228 is added to invalidSet of 10.251.50.24:50010,E30,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
605,81110,64336,988,WARN,dfs.FSNamesystem,"Replication of blk_-9701323776490626506 queued for 187 seconds, possible bottleneck",E33,"Replication of blk_<*> queued for <*> seconds, possible bottleneck"
606,81113,90039,858,SECURITY,dfs.DataNode$DataXceiver,SSL handshake failure with 10.251.5.3:44760: certificate not trusted,E43,SSL handshake failure with <*>:<*>: certificate not trusted
607,81109,142209,151,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_-5390953627317688318: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
608,81109,123348,95,ERROR,dfs.DataNode$DataXceiver,10.250.68.159:50010:Got exception while serving blk_6334062751573649283 to /10.251.59.64: Connection reset by peer,E20,<*>:<*>:Got exception while serving blk_<*> to /<*>: Connection reset by peer
609,81109,140851,485,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-1697678298959821943 terminating,E10,PacketResponder <*> for block blk_<*> terminating
610,81109,181329,726,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-3195085118940418274 terminating,E10,PacketResponder <*> for block blk_<*> terminating
611,81113,171125,643,SECURITY,dfs.DataNode$DataXceiver,SSL handshake failure with 10.250.51.24:35933: certificate not trusted,E43,SSL handshake failure with <*>:<*>: certificate not trusted
612,81110,95502,470,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8395446806511804416 src: /10.250.199.208:45528 dest: /10.250.208.189:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
613,81111,54904,293,ERROR,dfs.DataNode,DataNode failed to transfer block blk_-8849155976326518158 to 10.251.86.255:33936 due to timeout,E22,DataNode failed to transfer block blk_<*> to <*>:<*> due to timeout
614,81112,73905,71,WARN,dfs.DataNode$DataXceiver,Slow block read: blk_-3091258530690312692 took 5359 ms from 10.250.39.97:50010,E31,Slow block read: blk_<*> took <*> ms from <*>:<*>
615,81110,81143,617,ERROR,dfs.FSNamesystem,Failed to replicate block blk_-6335301183334523201: No live DataNodes available,E23,Failed to replicate block blk_<*>: No live DataNodes available
616,81109,221709,760,SECURITY,dfs.SecurityManager,Unauthorized access attempt by 10.250.111.150 on block blk_-8511016778213944392,E40,Unauthorized access attempt by <*> on block blk_<*>
617,81111,184051,627,WARN,dfs.DataNode$DataXceiver,Slow block read: blk_9621972218495417103 took 6831 ms from 10.250.122.28:50010,E31,Slow block read: blk_<*> took <*> ms from <*>:<*>
618,81112,30716,511,ERROR,dfs.FSNamesystem,Failed to replicate block blk_-7516913642166988088: No live DataNodes available,E23,Failed to replicate block blk_<*>: No live DataNodes available
619,81111,191212,133,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.56.118:50010 is added to blk_4414662276216126203 size 134217728,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
620,81112,32113,843,WARN,dfs.FSNamesystem,"Replication of blk_5835770479572991381 queued for 189 seconds, possible bottleneck",E33,"Replication of blk_<*> queued for <*> seconds, possible bottleneck"
621,81112,55231,484,CRITICAL,dfs.DataNode,Disk failure on DataNode 10.251.201.182:50010: volume /mnt/hadoop/dfs/data/subdir5 is unwritable,E53,Disk failure on DataNode <*>:<*>: volume /<*> is unwritable
622,81110,152708,329,ERROR,dfs.FSNamesystem,Failed to replicate block blk_-2822731752612453749: No live DataNodes available,E23,Failed to replicate block blk_<*>: No live DataNodes available
623,81109,130100,355,WARN,dfs.DataNode$DataXceiver,Slow block read: blk_-8834691793953471079 took 2082 ms from 10.250.186.43:50010,E31,Slow block read: blk_<*> took <*> ms from <*>:<*>
624,81110,220057,822,CRITICAL,dfs.DataBlockScanner,Corrupt block blk_-865118492436670849 detected on 10.250.178.244:50010: checksum mismatch,E51,Corrupt block blk_<*> detected on <*>:<*>: checksum mismatch
625,81109,174920,277,SECURITY,dfs.SecurityManager,Kerberos authentication failed for user hdfs_user_44 from 10.251.106.101:58963,E41,Kerberos authentication failed for user <*> from <*>:<*>
626,81109,134031,619,CRITICAL,dfs.FSNamesystem,HDFS cluster entering safe mode: only 7% blocks replicated,E52,HDFS cluster entering safe mode: only <*>% blocks replicated
627,81109,70352,20,WARN,dfs.FSNamesystem,"Replication of blk_-1963077147585107193 queued for 117 seconds, possible bottleneck",E33,"Replication of blk_<*> queued for <*> seconds, possible bottleneck"
628,81109,210449,907,CRITICAL,dfs.DataBlockScanner,Corrupt block blk_3095375885373276870 detected on 10.251.52.206:50010: checksum mismatch,E51,Corrupt block blk_<*> detected on <*>:<*>: checksum mismatch
629,81112,200955,181,ERROR,dfs.DataNode$DataXceiver,10.251.108.162:50010:Got exception while serving blk_544852005229189992 to /10.250.21.42: Connection reset by peer,E20,<*>:<*>:Got exception while serving blk_<*> to /<*>: Connection reset by peer
630,81111,45735,52,ERROR,dfs.FSNamesystem,Failed to replicate block blk_-6691166508452492729: No live DataNodes available,E23,Failed to replicate block blk_<*>: No live DataNodes available
631,81109,233750,410,SECURITY,dfs.SecurityManager,Kerberos authentication failed for user hdfs_user_13 from 10.251.201.83:57862,E41,Kerberos authentication failed for user <*> from <*>:<*>
632,81113,192108,629,SECURITY,dfs.SecurityManager,Kerberos authentication failed for user hdfs_user_35 from 10.250.244.185:31383,E41,Kerberos authentication failed for user <*> from <*>:<*>
633,81111,84626,629,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.49.114:50010 is added to blk_3668019146732622095 size 134217728,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
634,81109,1330,89,INFO,dfs.DataNode$DataXceiver,Receiving block blk_951453821187431687 src: /10.251.3.3:52516 dest: /10.250.253.221:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
635,81111,13600,981,CRITICAL,dfs.FSNamesystem,NameNode lost contact with DataNode 10.250.88.221:50010: marking as dead,E50,NameNode lost contact with DataNode <*>:<*>: marking as dead
636,81112,75312,289,SECURITY,dfs.SecurityManager,Kerberos authentication failed for user hdfs_user_13 from 10.250.251.76:46997,E41,Kerberos authentication failed for user <*> from <*>:<*>
637,81112,234438,966,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_-4161816483793385045: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
638,81113,164816,571,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_2327232007164764007: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
639,81112,80933,901,ERROR,dfs.DataNode,DataNode failed to transfer block blk_-9781165573246107699 to 10.251.98.174:50688 due to timeout,E22,DataNode failed to transfer block blk_<*> to <*>:<*> due to timeout
640,81109,24222,837,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.249.194:50010 is added to blk_5509970201471656316 size 16777216,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
641,81111,64611,437,CRITICAL,dfs.DataNode,Disk failure on DataNode 10.250.198.3:50010: volume /mnt/hadoop/dfs/data/subdir5 is unwritable,E53,Disk failure on DataNode <*>:<*>: volume /<*> is unwritable
642,81111,214628,35,CRITICAL,dfs.FSNamesystem,NameNode lost contact with DataNode 10.251.18.216:50010: marking as dead,E50,NameNode lost contact with DataNode <*>:<*>: marking as dead
643,81110,150020,924,SECURITY,dfs.FSNamesystem,Permission denied: 10.251.127.42 attempted to write to protected path /user/secure/part-00183,E42,Permission denied: <*> attempted to write to protected path /<*>
644,81110,61707,598,CRITICAL,dfs.DataNode,Disk failure on DataNode 10.250.167.54:50010: volume /mnt/hadoop/dfs/data/subdir1 is unwritable,E53,Disk failure on DataNode <*>:<*>: volume /<*> is unwritable
645,81111,52239,851,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_4808972779012690554: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
646,81111,104917,159,WARN,dfs.DataNode,Low disk space on DataNode 10.250.71.3:50010: only 200 MB remaining,E32,Low disk space on DataNode <*>:<*>: only <*> MB remaining
647,81112,223859,445,ERROR,dfs.DataNode,DataNode failed to transfer block blk_-6683323803497056642 to 10.251.142.210:59494 due to timeout,E22,DataNode failed to transfer block blk_<*> to <*>:<*> due to timeout
648,81109,10828,194,SECURITY,dfs.SecurityManager,Unauthorized access attempt by 10.251.12.81 on block blk_2111953013859683991,E40,Unauthorized access attempt by <*> on block blk_<*>
649,81111,94649,994,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_7716878059504575388: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
650,81111,130916,886,SECURITY,dfs.DataNode$DataXceiver,SSL handshake failure with 10.250.150.173:51405: certificate not trusted,E43,SSL handshake failure with <*>:<*>: certificate not trusted
651,81109,81608,640,ERROR,dfs.DataNode,DataNode failed to transfer block blk_8708743303276779956 to 10.250.155.45:39904 due to timeout,E22,DataNode failed to transfer block blk_<*> to <*>:<*> due to timeout
652,81109,183404,30,CRITICAL,dfs.FSNamesystem,NameNode lost contact with DataNode 10.251.240.147:50010: marking as dead,E50,NameNode lost contact with DataNode <*>:<*>: marking as dead
653,81110,230435,974,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.87.153:50010 is added to blk_2995816993836016462 size 16777216,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
654,81110,111810,458,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-7522766149564174906 terminating,E10,PacketResponder <*> for block blk_<*> terminating
655,81113,55756,165,CRITICAL,dfs.FSNamesystem,NameNode lost contact with DataNode 10.250.107.31:50010: marking as dead,E50,NameNode lost contact with DataNode <*>:<*>: marking as dead
656,81111,83703,370,INFO,dfs.DataNode$PacketResponder,Received block blk_-8631423860249930614 of size 16777216 from /10.251.10.15,E11,Received block blk_<*> of size <*> from /<*>
657,81113,35540,315,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_8457293689859498974 terminating,E10,PacketResponder <*> for block blk_<*> terminating
658,81109,103806,851,SECURITY,dfs.SecurityManager,Unauthorized access attempt by 10.251.145.124 on block blk_3225418679497714646,E40,Unauthorized access attempt by <*> on block blk_<*>
659,81111,200350,929,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7610581019091863931 src: /10.251.99.29:45799 dest: /10.251.164.153:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
660,81113,70137,596,WARN,dfs.DataNode$DataXceiver,Slow block read: blk_563169479716695321 took 4984 ms from 10.250.204.152:50010,E31,Slow block read: blk_<*> took <*> ms from <*>:<*>
661,81109,11029,418,ERROR,dfs.DataNode,DataNode failed to transfer block blk_-4440757659028531678 to 10.250.98.175:55563 due to timeout,E22,DataNode failed to transfer block blk_<*> to <*>:<*> due to timeout
662,81111,175421,92,ERROR,dfs.DataNode,DataNode failed to transfer block blk_7847463954172976045 to 10.250.77.179:55565 due to timeout,E22,DataNode failed to transfer block blk_<*> to <*>:<*> due to timeout
663,81113,212652,163,ERROR,dfs.DataNode$DataXceiver,10.250.46.122:50010:Got exception while serving blk_-8280948551976120784 to /10.250.231.155: Connection reset by peer,E20,<*>:<*>:Got exception while serving blk_<*> to /<*>: Connection reset by peer
664,81111,220951,484,INFO,dfs.DataNode$DataXceiver,Receiving block blk_9509718096504715858 src: /10.251.248.107:64733 dest: /10.250.100.63:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
665,81112,235613,198,SECURITY,dfs.DataNode$DataXceiver,SSL handshake failure with 10.251.120.59:60199: certificate not trusted,E43,SSL handshake failure with <*>:<*>: certificate not trusted
666,81110,113743,672,ERROR,dfs.FSNamesystem,Failed to replicate block blk_-8418400513440989623: No live DataNodes available,E23,Failed to replicate block blk_<*>: No live DataNodes available
667,81111,1026,496,SECURITY,dfs.SecurityManager,Kerberos authentication failed for user hdfs_user_22 from 10.251.166.232:36567,E41,Kerberos authentication failed for user <*> from <*>:<*>
668,81109,102235,835,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_-6083056468317475159: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
669,81110,93530,974,CRITICAL,dfs.FSNamesystem,HDFS cluster entering safe mode: only 28% blocks replicated,E52,HDFS cluster entering safe mode: only <*>% blocks replicated
670,81112,45418,73,ERROR,dfs.DataNode,DataNode failed to transfer block blk_-9019974010349272224 to 10.251.29.221:48494 due to timeout,E22,DataNode failed to transfer block blk_<*> to <*>:<*> due to timeout
671,81109,122633,323,WARN,dfs.DataNode,Low disk space on DataNode 10.250.57.87:50010: only 536 MB remaining,E32,Low disk space on DataNode <*>:<*>: only <*> MB remaining
672,81112,222747,621,ERROR,dfs.FSNamesystem,Failed to replicate block blk_-8652361672277622742: No live DataNodes available,E23,Failed to replicate block blk_<*>: No live DataNodes available
673,81109,155615,390,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_-6771584618304062620: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
674,81111,110351,539,CRITICAL,dfs.DataNode,Disk failure on DataNode 10.250.227.113:50010: volume /mnt/hadoop/dfs/data/subdir7 is unwritable,E53,Disk failure on DataNode <*>:<*>: volume /<*> is unwritable
675,81110,20817,649,INFO,dfs.DataNode$PacketResponder,Received block blk_-4001387322587765429 of size 134217728 from /10.251.130.155,E11,Received block blk_<*> of size <*> from /<*>
676,81110,230229,406,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_-9924186203161137814: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
677,81110,155405,351,SECURITY,dfs.DataNode$DataXceiver,SSL handshake failure with 10.251.158.138:44914: certificate not trusted,E43,SSL handshake failure with <*>:<*>: certificate not trusted
678,81111,40802,303,INFO,dfs.DataNode$PacketResponder,Received block blk_5306399630176713124 of size 33554432 from /10.251.115.158,E11,Received block blk_<*> of size <*> from /<*>
679,81112,84439,565,ERROR,dfs.DataNode,DataNode failed to transfer block blk_4655546301920459600 to 10.250.159.226:52000 due to timeout,E22,DataNode failed to transfer block blk_<*> to <*>:<*> due to timeout
680,81110,122000,595,SECURITY,dfs.DataNode$DataXceiver,SSL handshake failure with 10.251.124.220:52537: certificate not trusted,E43,SSL handshake failure with <*>:<*>: certificate not trusted
681,81112,62502,20,WARN,dfs.DataNode$DataXceiver,Slow block read: blk_-7482377840313139912 took 8106 ms from 10.251.119.18:50010,E31,Slow block read: blk_<*> took <*> ms from <*>:<*>
682,81110,160722,450,INFO,dfs.DataNode$PacketResponder,Received block blk_941395654369429105 of size 134217728 from /10.250.57.102,E11,Received block blk_<*> of size <*> from /<*>
683,81109,215321,449,WARN,dfs.DataNode,Low disk space on DataNode 10.250.112.123:50010: only 396 MB remaining,E32,Low disk space on DataNode <*>:<*>: only <*> MB remaining
684,81111,192321,12,CRITICAL,dfs.DataNode,Disk failure on DataNode 10.250.124.198:50010: volume /mnt/hadoop/dfs/data/subdir8 is unwritable,E53,Disk failure on DataNode <*>:<*>: volume /<*> is unwritable
685,81111,71025,660,CRITICAL,dfs.DataBlockScanner,Corrupt block blk_926157806864612967 detected on 10.251.130.164:50010: checksum mismatch,E51,Corrupt block blk_<*> detected on <*>:<*>: checksum mismatch
686,81112,112621,338,INFO,dfs.DataNode$PacketResponder,Received block blk_-3916196167603203753 of size 16777216 from /10.251.170.242,E11,Received block blk_<*> of size <*> from /<*>
687,81109,1041,498,WARN,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_2761572513957101149 is added to invalidSet of 10.251.78.159:50010,E30,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
688,81111,213808,377,WARN,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-543217100577462655 is added to invalidSet of 10.251.115.227:50010,E30,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
689,81109,95025,492,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.230.170:50010 is added to blk_-2851386430823606296 size 134217728,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
690,81111,32907,542,ERROR,dfs.FSNamesystem,Failed to replicate block blk_2999990812467718384: No live DataNodes available,E23,Failed to replicate block blk_<*>: No live DataNodes available
691,81110,83252,31,CRITICAL,dfs.FSNamesystem,HDFS cluster entering safe mode: only 33% blocks replicated,E52,HDFS cluster entering safe mode: only <*>% blocks replicated
692,81112,50548,720,CRITICAL,dfs.FSNamesystem,NameNode lost contact with DataNode 10.250.62.112:50010: marking as dead,E50,NameNode lost contact with DataNode <*>:<*>: marking as dead
693,81112,133858,719,ERROR,dfs.DataNode$DataXceiver,10.250.71.102:50010:Got exception while serving blk_-7451028765716731897 to /10.251.216.180: Connection reset by peer,E20,<*>:<*>:Got exception while serving blk_<*> to /<*>: Connection reset by peer
694,81110,115116,358,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-8420719603654520077 terminating,E10,PacketResponder <*> for block blk_<*> terminating
695,81111,90441,894,INFO,dfs.DataNode$PacketResponder,Received block blk_5777377953042977513 of size 16777216 from /10.251.149.142,E11,Received block blk_<*> of size <*> from /<*>
696,81111,63146,407,CRITICAL,dfs.DataBlockScanner,Corrupt block blk_-3961296049113929699 detected on 10.251.155.193:50010: checksum mismatch,E51,Corrupt block blk_<*> detected on <*>:<*>: checksum mismatch
697,81112,1613,265,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.90.66:50010 is added to blk_-9111836175187052982 size 16777216,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
698,81110,11502,477,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.236.93:50010 is added to blk_-6327072973367090199 size 134217728,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
699,81113,150111,213,WARN,dfs.DataNode$DataXceiver,Slow block read: blk_-4764488985401494275 took 4318 ms from 10.251.169.135:50010,E31,Slow block read: blk_<*> took <*> ms from <*>:<*>
700,81113,185054,743,WARN,dfs.DataNode$DataXceiver,Slow block read: blk_-9414394272313516647 took 8658 ms from 10.250.78.214:50010,E31,Slow block read: blk_<*> took <*> ms from <*>:<*>
701,81109,45502,863,SECURITY,dfs.SecurityManager,Unauthorized access attempt by 10.251.7.177 on block blk_8261049630080650032,E40,Unauthorized access attempt by <*> on block blk_<*>
702,81111,85518,618,CRITICAL,dfs.FSNamesystem,HDFS cluster entering safe mode: only 33% blocks replicated,E52,HDFS cluster entering safe mode: only <*>% blocks replicated
703,81111,60401,902,ERROR,dfs.DataNode,DataNode failed to transfer block blk_-3980709124911050145 to 10.251.118.78:38647 due to timeout,E22,DataNode failed to transfer block blk_<*> to <*>:<*> due to timeout
704,81111,5711,685,WARN,dfs.FSNamesystem,"Replication of blk_-9419841105384652272 queued for 205 seconds, possible bottleneck",E33,"Replication of blk_<*> queued for <*> seconds, possible bottleneck"
705,81111,215246,770,WARN,dfs.FSNamesystem,"Replication of blk_-9738300099332725393 queued for 264 seconds, possible bottleneck",E33,"Replication of blk_<*> queued for <*> seconds, possible bottleneck"
706,81109,222840,381,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_-7050371737275657665: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
707,81110,152701,129,WARN,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_6646624827134043058 is added to invalidSet of 10.251.247.125:50010,E30,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
708,81111,151010,234,CRITICAL,dfs.FSNamesystem,HDFS cluster entering safe mode: only 55% blocks replicated,E52,HDFS cluster entering safe mode: only <*>% blocks replicated
709,81113,64623,982,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.229.83:50010 is added to blk_8777238277492155071 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
710,81111,60131,411,CRITICAL,dfs.DataBlockScanner,Corrupt block blk_-5798951512878261548 detected on 10.251.156.186:50010: checksum mismatch,E51,Corrupt block blk_<*> detected on <*>:<*>: checksum mismatch
711,81110,214854,19,SECURITY,dfs.SecurityManager,Unauthorized access attempt by 10.251.249.122 on block blk_-9981433833127287246,E40,Unauthorized access attempt by <*> on block blk_<*>
712,81109,75933,322,ERROR,dfs.DataNode$BlockReceiver,IOException in BlockReceiver for block blk_-962334195743665708: Broken pipe,E21,IOException in BlockReceiver for block blk_<*>: Broken pipe
713,81111,5833,851,ERROR,dfs.DataNode$DataXceiver,10.251.132.206:50010:Got exception while serving blk_-1780925893270274310 to /10.250.76.230: Connection reset by peer,E20,<*>:<*>:Got exception while serving blk_<*> to /<*>: Connection reset by peer
